#
#
#
#
#
#
#
#   Quelldatei:groundel100-25.gxx  
#    Zieldatei:groundel100-25.dat  
#
#  Querschnitt:   170.410
#   Messlaenge:    15.000
#     [N/mm**2]            [N]        [%-ext]       [%-trav]            [s]           [mm]
#
    #    0.2614        44.5400        49.7400        49.7400     18032.9297       413.3490
    #    0.2701        46.0200        49.8667        49.8667     18033.4395       413.4110
    #    0.2756        46.9600        49.9667        49.9667     18033.9492       413.4480
    #    0.2792        47.5800        49.9933        49.9933     18034.4609       413.4610
         0.2823        48.1000        50.0267        50.0267     18034.9707       413.4700
         0.2846        48.5000        50.0267        50.0267     18035.4805       413.4710
         0.2866        48.8400        50.0267        50.0267     18035.9902       413.4720
         0.2884        49.1400        50.0267        50.0267     18036.5000       413.4720
         0.2902        49.4600        50.0267        50.0267     18037.0098       413.4720
         0.2918        49.7200        50.0267        50.0267     18037.5195       413.4720
         0.2932        49.9600        50.0267        50.0267     18038.0293       413.4720
         0.2945        50.1800        50.0267        50.0267     18038.5391       413.4720
         0.2958        50.4000        50.0267        50.0267     18039.0508       413.4720
         0.2970        50.6200        50.0267        50.0267     18039.5605       413.4720
         0.2981        50.8000        50.0267        50.0267     18040.0703       413.4720
         0.2992        50.9800        50.0267        50.0267     18040.5801       413.4720
         0.3002        51.1600        50.0267        50.0267     18041.0898       413.4720
         0.3012        51.3200        50.0267        50.0267     18041.5996       413.4720
         0.3020        51.4600        50.0267        50.0267     18042.1094       413.4720
         0.3029        51.6200        50.0267        50.0267     18042.6191       413.4720
         0.3037        51.7600        50.0267        50.0267     18043.1309       413.4720
         0.3046        51.9000        50.0267        50.0267     18043.6406       413.4720
         0.3053        52.0200        50.0267        50.0267     18044.1504       413.4720
         0.3061        52.1600        50.0267        50.0267     18044.6602       413.4720
   #     0.3069        52.3000        49.9933        49.9933     18045.1699       413.4760
   #     0.3078        52.4600        49.9933        49.9933     18045.6797       413.4810
   #     0.3087        52.6000        49.9933        49.9933     18046.1895       413.4850
   #     0.3101        52.8400        49.9933        49.9933     18046.6992       413.4960
         0.3108        52.9600        50.0267        50.0267     18047.2109       413.5020
         0.3116        53.1000        50.0267        50.0267     18047.7207       413.5070
         0.3120        53.1600        50.0267        50.0267     18048.2305       413.5070
         0.3125        53.2600        50.0267        50.0267     18048.7402       413.5070
         0.3131        53.3600        50.0267        50.0267     18049.2500       413.5080
         0.3136        53.4400        50.0267        50.0267     18049.7598       413.5080
         0.3141        53.5200        50.0267        50.0267     18050.2695       413.5080
         0.3145        53.6000        50.0267        50.0267     18050.7793       413.5080
         0.3150        53.6800        50.0267        50.0267     18051.2891       413.5080
         0.3154        53.7400        50.0267        50.0267     18051.8008       413.5080
         0.3158        53.8200        50.0267        50.0267     18052.3105       413.5080
         0.3162        53.8800        50.0267        50.0267     18052.8203       413.5080
         0.3166        53.9600        50.0267        50.0267     18053.3301       413.5080
         0.3171        54.0400        50.0267        50.0267     18053.8398       413.5080
         0.3175        54.1000        50.0267        50.0267     18054.3496       413.5080
         0.3178        54.1600        50.0267        50.0267     18054.8594       413.5080
         0.3182        54.2200        50.0267        50.0267     18055.3691       413.5080
         0.3186        54.3000        50.0267        50.0267     18055.8809       413.5080
         0.3190        54.3600        50.0267        50.0267     18056.3906       413.5080
         0.3193        54.4200        50.0267        50.0267     18056.9004       413.5080
         0.3197        54.4800        50.0267        50.0267     18057.4102       413.5080
         0.3201        54.5400        50.0267        50.0267     18057.9199       413.5080
         0.3204        54.6000        50.0267        50.0267     18058.4297       413.5080
         0.3208        54.6600        50.0267        50.0267     18058.9395       413.5080
         0.3210        54.7000        50.0267        50.0267     18059.4492       413.5080
         0.3212        54.7400        50.0267        50.0267     18059.9609       413.5080
         0.3216        54.8000        50.0267        50.0267     18060.4707       413.5080
         0.3219        54.8600        50.0267        50.0267     18060.9805       413.5080
         0.3223        54.9200        50.0267        50.0267     18061.4902       413.5080
         0.3402        57.9800        50.0267        50.0267     18121.5195       413.5080
         0.3490        59.4800        50.0267        50.0267     18181.5508       413.5380
         0.3539        60.3000        50.0267        50.0267     18241.5801       413.5380
         0.3573        60.8800        50.0267        50.0267     18301.6094       413.5380
         0.3608        61.4800        50.0267        50.0267     18361.6406       413.5630
         0.3628        61.8200        50.0267        50.0267     18421.6699       413.5630
         0.3645        62.1200        50.0267        50.0267     18481.6992       413.5630
         0.3662        62.4000        50.0267        50.0267     18541.7305       413.5630
         0.3675        62.6200        50.0267        50.0267     18601.7598       413.5630
         0.3686        62.8200        50.0267        50.0267     18661.7891       413.5630
         0.3696        62.9800        50.0267        50.0267     18721.8203       413.5630
         0.3705        63.1400        50.0267        50.0267     18781.8496       413.5630
         0.3715        63.3000        50.0267        50.0267     18841.8809       413.5630
         0.3723        63.4400        50.0267        50.0267     18901.9102       413.5630
         0.3743        63.7800        50.0267        50.0267     18961.9395       413.5960
         0.3747        63.8600        50.0267        50.0267     19021.9707       413.5960
         0.3753        63.9600        50.0267        50.0267     19082.0000       413.5960
         0.3759        64.0600        50.0267        50.0267     19142.0293       413.5960
         0.3764        64.1400        50.0267        50.0267     19202.0605       413.5960
         0.3769        64.2200        50.0267        50.0267     19262.0898       413.5960
         0.3774        64.3200        50.0267        50.0267     19322.1191       413.5960
         0.3778        64.3800        50.0267        50.0267     19382.1504       413.5960
         0.3783        64.4600        50.0267        50.0267     19442.1797       413.5960
         0.3786        64.5200        50.0267        50.0267     19502.2109       413.5960
         0.3790        64.5800        50.0267        50.0267     19562.2402       413.5960
         0.3793        64.6400        50.0267        50.0267     19622.2695       413.5960
         0.3798        64.7200        50.0267        50.0267     19682.3008       413.5960
         0.3800        64.7600        50.0267        50.0267     19742.3301       413.5960
         0.3803        64.8000        50.0267        50.0267     19802.3594       413.5960
         0.3807        64.8800        50.0267        50.0267     19862.3906       413.5960
         0.3810        64.9200        50.0267        50.0267     19922.4199       413.5960
         0.3811        64.9400        50.0267        50.0267     19982.4492       413.5960
         0.3814        65.0000        50.0267        50.0267     20042.4805       413.5960
         0.3817        65.0400        50.0267        50.0267     20102.5098       413.5960
         0.3820        65.1000        50.0267        50.0267     20162.5391       413.5960
         0.3821        65.1200        50.0267        50.0267     20222.5703       413.5960
         0.3824        65.1600        50.0267        50.0267     20282.5996       413.5960
         0.3825        65.1800        50.0267        50.0267     20342.6309       413.5960
         0.3827        65.2200        50.0267        50.0267     20402.6602       413.5960
         0.3830        65.2600        50.0267        50.0267     20462.6895       413.5960
         0.3832        65.3000        50.0267        50.0267     20522.7207       413.5960
         0.3834        65.3400        50.0267        50.0267     20582.7500       413.5960
         0.3835        65.3600        50.0267        50.0267     20642.7793       413.5960
         0.3838        65.4000        50.0267        50.0267     20702.8105       413.5960
         0.3838        65.4000        50.0267        50.0267     20762.8398       413.5960
         0.3840        65.4400        50.0267        50.0267     20822.8691       413.5960
         0.3841        65.4600        50.0267        50.0267     20882.9004       413.5960
         0.3844        65.5000        50.0267        50.0267     20942.9297       413.5960
         0.3845        65.5200        50.0267        50.0267     21002.9609       413.5960
         0.3847        65.5600        50.0267        50.0267     21062.9902       413.5960
         0.3850        65.6000        50.0267        50.0267     21123.0195       413.5960
         0.3851        65.6200        50.0267        50.0267     21183.0508       413.5960
         0.3851        65.6200        50.0267        50.0267     21243.0801       413.5960
         0.3852        65.6400        50.0267        50.0267     21303.1094       413.5960
         0.3853        65.6600        50.0267        50.0267     21363.1406       413.5960
         0.3855        65.7000        50.0267        50.0267     21423.1699       413.5960
         0.3857        65.7200        50.0267        50.0267     21483.1992       413.5960
         0.3858        65.7400        50.0267        50.0267     21543.2305       413.5960
         0.3859        65.7600        50.0267        50.0267     21603.2598       413.5960
         0.3860        65.7800        50.0267        50.0267     21631.9395       413.5960
         0.3859        65.7600        50.0267        50.0267     21632.0605       413.5940
         0.3860        65.7800        50.0267        50.0267     21632.1797       413.5750
    #    0.3846        65.5400        49.9933        49.9933     21632.3008       413.5440
         0.3750        63.9000        49.3467        49.3467     21632.4199       413.3580
         0.3620        61.6800        48.6667        48.6667     21632.5391       413.1390
         0.3497        59.6000        47.9267        47.9267     21632.6602       412.9190
         0.3392        57.8000        47.2800        47.2800     21632.7793       412.7110
         0.3287        56.0200        46.5667        46.5667     21632.9004       412.5010
         0.3198        54.5000        45.8533        45.8533     21633.0195       412.3140
         0.3120        53.1600        45.2067        45.2067     21633.1406       412.1330
         0.3039        51.7800        44.6600        44.6600     21633.2598       411.9580
         0.2968        50.5800        44.1400        44.1400     21633.3809       411.7970
         0.2895        49.3400        43.5867        43.5867     21633.5000       411.6360
         0.2820        48.0600        42.9733        42.9733     21633.6191       411.4600
         0.2738        46.6600        42.3600        42.3600     21633.7402       411.2820
         0.2661        45.3400        41.7133        41.7133     21633.8594       411.1050
         0.2587        44.0800        41.1267        41.1267     21633.9805       410.9330
         0.2510        42.7800        40.6133        40.6133     21634.0996       410.7610
         0.2432        41.4400        40.0267        40.0267     21634.2207       410.5820
         0.2352        40.0800        39.4467        39.4467     21634.3398       410.4030
         0.2273        38.7400        38.8333        38.8333     21634.4609       410.2220
         0.2194        37.3800        38.1867        38.1867     21634.5801       410.0380
         0.2111        35.9800        37.6000        37.6000     21634.6992       409.8550
         0.2034        34.6600        36.9867        36.9867     21634.8203       409.6770
         0.1956        33.3400        36.4067        36.4067     21634.9395       409.5010
         0.1878        32.0000        35.8200        35.8200     21635.0605       409.3250
         0.1802        30.7000        35.2067        35.2067     21635.1797       409.1490
         0.1726        29.4200        34.6267        34.6267     21635.3008       408.9730
         0.1650        28.1200        34.0400        34.0400     21635.4199       408.7970
         0.1573        26.8000        33.4267        33.4267     21635.5391       408.6210
         0.1494        25.4600        32.8800        32.8800     21635.6602       408.4450
         0.1417        24.1400        32.2600        32.2600     21635.7793       408.2690
         0.1339        22.8200        31.6800        31.6800     21635.9004       408.0940
         0.1258        21.4400        31.1000        31.1000     21636.0195       407.9150
         0.1180        20.1000        30.4800        30.4800     21636.1406       407.7340
         0.1099        18.7200        29.9667        29.9667     21636.2598       407.5540
         0.1015        17.3000        29.3800        29.3800     21636.3809       407.3750
         0.0932        15.8800        28.8000        28.8000     21636.5000       407.1950
         0.0845        14.4000        28.1533        28.1533     21636.6191       407.0060
         0.0757        12.9000        27.5400        27.5400     21636.7402       406.8140
         0.0667        11.3600        26.9533        26.9533     21636.8594       406.6250
         0.0581         9.9000        26.3400        26.3400     21636.9805       406.4410
         0.0493         8.4000        25.6933        25.6933     21637.0996       406.2570
    #
         0.0411         7.0000        24.9800        25.1133     21637.2207       406.0790
    #
    #    0.0486         8.2800        24.6600        24.6600     21637.7305       405.9630
    #    0.0597        10.1800        24.6600        24.6600     21638.2402       405.9990
    #    0.0721        12.2800        24.8200        24.8200     21638.7500       406.0690
    #    0.0800        13.6400        24.9467        24.9467     21639.2598       406.1100
         0.0846        14.4200        24.9800        24.9800     21639.7695       406.1210
         0.0881        15.0200        24.9800        24.9800     21640.2793       406.1220
         0.0911        15.5200        24.9800        24.9800     21640.7891       406.1220
         0.0939        16.0000        24.9800        24.9800     21641.3008       406.1220
         0.0964        16.4200        24.9800        24.9800     21641.8105       406.1230
         0.0987        16.8200        24.9800        24.9800     21642.3203       406.1230
         0.1007        17.1600        24.9800        24.9800     21642.8301       406.1230
         0.1027        17.5000        24.9800        24.9800     21643.3398       406.1230
         0.1046        17.8200        24.9800        24.9800     21643.8496       406.1230
         0.1062        18.1000        24.9800        24.9800     21644.3594       406.1230
   #     0.1077        18.3600        24.9467        24.9467     21644.8691       406.1230
   #     0.1101        18.7600        24.9467        24.9467     21645.3809       406.1320
   #     0.1121        19.1000        24.9467        24.9467     21645.8906       406.1410
         0.1135        19.3400        24.9800        24.9800     21646.4004       406.1430
         0.1145        19.5200        24.9800        24.9800     21646.9102       406.1430
         0.1157        19.7200        24.9800        24.9800     21647.4199       406.1430
         0.1169        19.9200        24.9800        24.9800     21647.9297       406.1430
         0.1180        20.1000        24.9800        24.9800     21648.4395       406.1430
         0.1190        20.2800        24.9800        24.9800     21648.9492       406.1430
         0.1199        20.4400        24.9800        24.9800     21649.4609       406.1430
         0.1209        20.6000        24.9800        24.9800     21649.9707       406.1430
         0.1218        20.7600        24.9800        24.9800     21650.4805       406.1430
         0.1228        20.9200        24.9800        24.9800     21650.9902       406.1430
         0.1235        21.0400        24.9800        24.9800     21651.5000       406.1430
         0.1243        21.1800        24.9800        24.9800     21652.0098       406.1430
         0.1250        21.3000        24.9800        24.9800     21652.5195       406.1430
         0.1258        21.4400        24.9800        24.9800     21653.0293       406.1430
         0.1265        21.5600        24.9800        24.9800     21653.5391       406.1430
         0.1273        21.7000        24.9800        24.9800     21654.0508       406.1430
         0.1279        21.8000        24.9800        24.9800     21654.5605       406.1430
         0.1285        21.9000        24.9800        24.9800     21655.0703       406.1430
         0.1293        22.0400        24.9800        24.9800     21655.5801       406.1430
         0.1298        22.1200        24.9800        24.9800     21656.0898       406.1430
         0.1305        22.2400        24.9800        24.9800     21656.5996       406.1430
         0.1311        22.3400        24.9800        24.9800     21657.1094       406.1430
         0.1318        22.4600        24.9800        24.9800     21657.6191       406.1430
         0.1323        22.5400        24.9800        24.9800     21658.1309       406.1430
         0.1327        22.6200        24.9800        24.9800     21658.6406       406.1430
         0.1333        22.7200        24.9800        24.9800     21659.1504       406.1430
         0.1339        22.8200        24.9800        24.9800     21659.6602       406.1430
         0.1344        22.9000        24.9800        24.9800     21660.1699       406.1430
         0.1349        22.9800        24.9800        24.9800     21660.6797       406.1430
         0.1353        23.0600        24.9800        24.9800     21661.1895       406.1430
         0.1359        23.1600        24.9800        24.9800     21661.6992       406.1430
         0.1363        23.2200        24.9800        24.9800     21662.2109       406.1430
         0.1368        23.3200        24.9800        24.9800     21662.7207       406.1430
         0.1372        23.3800        24.9800        24.9800     21663.2305       406.1430
         0.1378        23.4800        24.9800        24.9800     21663.7402       406.1430
         0.1381        23.5400        24.9800        24.9800     21664.2500       406.1430
         0.1386        23.6200        24.9800        24.9800     21664.7598       406.1430
         0.1391        23.7000        24.9800        24.9800     21665.2695       406.1430
         0.1394        23.7600        24.9800        24.9800     21665.7793       406.1430
         0.1398        23.8200        24.9800        24.9800     21666.2891       406.1430
         0.1402        23.9000        24.9800        24.9800     21666.8008       406.1430
         0.1654        28.1800        24.9800        24.9800     21726.8301       406.1730
         0.1755        29.9000        24.9800        24.9800     21786.8594       406.1730
         0.1819        31.0000        24.9800        24.9800     21846.8906       406.1730
         0.1865        31.7800        24.9800        24.9800     21906.9199       406.1730
         0.1900        32.3800        24.9800        24.9800     21966.9492       406.1730
         0.1928        32.8600        24.9800        24.9800     22026.9805       406.1730
         0.1969        33.5600        24.9800        24.9800     22087.0098       406.2010
         0.1988        33.8800        24.9800        24.9800     22147.0391       406.2010
         0.2006        34.1800        24.9800        24.9800     22207.0703       406.2010
         0.2022        34.4600        24.9800        24.9800     22267.0996       406.2010
         0.2037        34.7200        24.9800        24.9800     22327.1309       406.2010
         0.2050        34.9400        24.9800        24.9800     22387.1602       406.2010
         0.2062        35.1400        24.9800        24.9800     22447.1895       406.2010
         0.2074        35.3400        24.9800        24.9800     22507.2207       406.2010
         0.2084        35.5200        24.9800        24.9800     22567.2500       406.2010
         0.2094        35.6800        24.9800        24.9800     22627.2793       406.2010
         0.2103        35.8400        24.9800        24.9800     22687.3105       406.2010
         0.2111        35.9800        24.9800        24.9800     22747.3398       406.2010
         0.2120        36.1200        24.9800        24.9800     22807.3691       406.2010
         0.2127        36.2400        24.9800        24.9800     22867.4004       406.2010
         0.2134        36.3600        24.9800        24.9800     22927.4297       406.2010
         0.2142        36.5000        24.9800        24.9800     22987.4609       406.2010
         0.2148        36.6000        24.9800        24.9800     23047.4902       406.2020
         0.2154        36.7000        24.9800        24.9800     23107.5195       406.2020
         0.2158        36.7800        24.9800        24.9800     23167.5508       406.2020
         0.2164        36.8800        24.9800        24.9800     23227.5801       406.2020
         0.2170        36.9800        24.9800        24.9800     23287.6094       406.2020
         0.2176        37.0800        24.9800        24.9800     23347.6406       406.2020
         0.2181        37.1600        24.9800        24.9800     23407.6699       406.2020
         0.2186        37.2600        24.9800        24.9800     23467.6992       406.2020
         0.2190        37.3200        24.9800        24.9800     23527.7305       406.2020
         0.2195        37.4000        24.9800        24.9800     23587.7598       406.2020
         0.2198        37.4600        24.9800        24.9800     23647.7891       406.2020
         0.2203        37.5400        24.9800        24.9800     23707.8203       406.2020
         0.2208        37.6200        24.9800        24.9800     23767.8496       406.2020
         0.2211        37.6800        24.9800        24.9800     23827.8809       406.2020
         0.2216        37.7600        24.9800        24.9800     23887.9102       406.2020
         0.2219        37.8200        24.9800        24.9800     23947.9395       406.2020
         0.2222        37.8600        24.9800        24.9800     24007.9707       406.2020
         0.2225        37.9200        24.9800        24.9800     24068.0000       406.2020
         0.2229        37.9800        24.9800        24.9800     24128.0293       406.2020
         0.2232        38.0400        24.9800        24.9800     24188.0605       406.2020
         0.2236        38.1000        24.9800        24.9800     24248.0898       406.2020
         0.2238        38.1400        24.9800        24.9800     24308.1191       406.2020
         0.2242        38.2000        24.9800        24.9800     24368.1504       406.2020
         0.2244        38.2400        24.9800        24.9800     24428.1797       406.2020
         0.2246        38.2800        24.9800        24.9800     24488.2109       406.2020
         0.2250        38.3400        24.9800        24.9800     24548.2402       406.2020
         0.2253        38.4000        24.9800        24.9800     24608.2695       406.2020
         0.2255        38.4200        24.9800        24.9800     24668.3008       406.2020
         0.2258        38.4800        24.9800        24.9800     24728.3301       406.2020
         0.2260        38.5200        24.9800        24.9800     24788.3594       406.2020
         0.2263        38.5600        24.9800        24.9800     24848.3906       406.2020
         0.2265        38.6000        24.9800        24.9800     24908.4199       406.2020
         0.2267        38.6400        24.9800        24.9800     24968.4492       406.2020
         0.2270        38.6800        24.9800        24.9800     25028.4805       406.2020
         0.2272        38.7200        24.9800        24.9800     25088.5098       406.2020
         0.2275        38.7600        24.9800        24.9800     25148.5391       406.2020
         0.2277        38.8000        24.9800        24.9800     25208.5703       406.2020
         0.2278        38.8200        24.9800        24.9800     25237.2793       406.2020
         0.2278        38.8200        24.9800        24.9800     25237.4004       406.2020
    #    0.2278        38.8200        24.9467        24.9467     25237.5195       406.1720
         0.2229        37.9800        24.7533        24.7533     25237.6406       406.1120
         0.2149        36.6200        24.4333        24.4333     25237.7598       405.9890
         0.1963        33.4600        23.6533        23.6533     25237.8809       405.7680
         0.1794        30.5800        22.9733        22.9733     25238.0000       405.5400
         0.1638        27.9200        22.2667        22.2667     25238.1191       405.3280
         0.1493        25.4400        21.5867        21.5867     25238.2402       405.1180
         0.1356        23.1000        20.9667        20.9667     25238.3594       404.9150
         0.1232        21.0000        20.3867        20.3867     25238.4805       404.7300
         0.1113        18.9600        19.8067        19.8067     25238.5996       404.5450
         0.0991        16.8800        19.2200        19.2200     25238.7207       404.3590
         0.0871        14.8400        18.6067        18.6067     25238.8398       404.1710
         0.0750        12.7800        17.9933        17.9933     25238.9609       403.9850
         0.0629        10.7200        17.4733        17.4733     25239.0801       403.8000
         0.0508         8.6600        16.9267        16.9267     25239.1992       403.6160
         0.0381         6.5000        16.2800        16.2800     25239.3203       403.4200
         0.0248         4.2200        15.6267        15.6267     25239.4395       403.2210
         0.0119         2.0200        15.0133        15.0133     25239.5605       403.0260
        -0.0002        -0.0400        14.4667        14.4667     25239.6797       402.8370
        -0.0123        -2.1000        13.8800        13.8800     25239.8008       402.6490
        -0.0246        -4.2000        13.2667        13.2667     25239.9199       402.4570
        -0.0365        -6.2200        12.6867        12.6867     25240.0391       402.2650
        -0.0485        -8.2600        12.1333        12.1333     25240.1602       402.0720
        -0.0603       -10.2800        11.5867        11.5867     25240.2793       401.8800
        -0.0711       -12.1200        11.1000        11.1000     25240.4004       401.6900
        -0.0832       -14.1800        10.5467        10.5467     25240.5195       401.4780
        -0.0971       -16.5400         9.9667         9.9667     25240.6406       401.2640
        -0.1111       -18.9400         9.3200         9.3200     25240.7598       401.0480
        -0.1252       -21.3400         8.6733         8.6733     25240.8809       400.8290
        -0.1400       -23.8600         8.0267         8.0267     25241.0000       400.6090
        -0.1546       -26.3400         7.4400         7.4400     25241.1191       400.4020
        -0.1687       -28.7400         6.8267         6.8267     25241.2402       400.1970
        -0.1824       -31.0800         6.2467         6.2467     25241.3594       399.9930
        -0.1962       -33.4400         5.6000         5.6000     25241.4805       399.7890
        -0.2122       -36.1600         4.9533         4.9533     25241.5996       399.5850
        -0.2276       -38.7800         4.3333         4.3333     25241.7207       399.3900
        -0.2429       -41.4000         3.7200         3.7200     25241.8398       399.1970
        -0.2584       -44.0400         3.0733         3.0733     25241.9609       399.0070
        -0.2735       -46.6000         2.4600         2.4600     25242.0801       398.8180
        -0.2887       -49.2000         1.8467         1.8467     25242.1992       398.6310
        -0.3041       -51.8200         1.2933         1.2933     25242.3203       398.4520
        -0.3186       -54.3000         0.6800         0.6800     25242.4395       398.2750
        -0.3335       -56.8400         0.0667         0.0667     25242.5605       398.0970
  #     -0.3242       -55.2400        -0.3267        -0.3267     25243.0703       397.9920
  #     -0.3056       -52.0800        -0.2933        -0.2933     25243.5801       398.0420
  #     -0.2861       -48.7600        -0.1000        -0.1000     25244.0898       398.1150
  #     -0.2745       -46.7800         0.0333         0.0333     25244.5996       398.1540
        -0.2674       -45.5600         0.0667         0.0667     25245.1094       398.1650
  #     -0.2615       -44.5600         0.1000         0.1000     25245.6191       398.1710
  #     -0.2571       -43.8200         0.1000         0.1000     25246.1309       398.1710
  #     -0.2530       -43.1200         0.1000         0.1000     25246.6406       398.1710
  #     -0.2493       -42.4800         0.1000         0.1000     25247.1504       398.1710
  #     -0.2459       -41.9000         0.1000         0.1000     25247.6602       398.1710
  #     -0.2427       -41.3600         0.1000         0.1000     25248.1699       398.1700
  #     -0.2398       -40.8600         0.1000         0.1000     25248.6797       398.1700
  #     -0.2371       -40.4000         0.1000         0.1000     25249.1895       398.1700
  #     -0.2347       -40.0000         0.1000         0.1000     25249.6992       398.1680
  #     -0.2323       -39.5800         0.1000         0.1000     25250.2109       398.1640
  #     -0.2300       -39.2000         0.1000         0.1000     25250.7207       398.1590
  #     -0.2279       -38.8400         0.1000         0.1000     25251.2305       398.1520
  #     -0.2260       -38.5200         0.1000         0.1000     25251.7402       398.1450
  #     -0.2246       -38.2800         0.1000         0.1000     25252.2500       398.1410
  #     -0.2240       -38.1800         0.1000         0.1000     25252.7598       398.1330
        -0.2229       -37.9800         0.0667         0.0667     25253.2695       398.1270
        -0.2211       -37.6800         0.0667         0.0667     25253.7793       398.1270
        -0.2195       -37.4000         0.0667         0.0667     25254.2891       398.1260
        -0.2179       -37.1400         0.0667         0.0667     25254.8008       398.1260
        -0.2165       -36.9000         0.0667         0.0667     25255.3105       398.1260
        -0.2150       -36.6400         0.0667         0.0667     25255.8203       398.1260
        -0.2137       -36.4200         0.0667         0.0667     25256.3301       398.1260
        -0.2124       -36.2000         0.0667         0.0667     25256.8398       398.1260
        -0.2111       -35.9800         0.0667         0.0667     25257.3496       398.1250
        -0.2100       -35.7800         0.0667         0.0667     25257.8594       398.1250
        -0.2088       -35.5800         0.0667         0.0667     25258.3691       398.1250
        -0.2077       -35.4000         0.0667         0.0667     25258.8809       398.1250
        -0.2067       -35.2200         0.0667         0.0667     25259.3906       398.1250
        -0.2055       -35.0200         0.0667         0.0667     25259.9004       398.1250
        -0.2044       -34.8400         0.0667         0.0667     25260.4102       398.1250
        -0.2036       -34.7000         0.0667         0.0667     25260.9199       398.1250
        -0.2026       -34.5200         0.0667         0.0667     25261.4297       398.1250
        -0.2016       -34.3600         0.0667         0.0667     25261.9395       398.1250
        -0.2007       -34.2000         0.0667         0.0667     25262.4492       398.1250
        -0.1999       -34.0600         0.0667         0.0667     25262.9609       398.1250
        -0.1990       -33.9200         0.0667         0.0667     25263.4707       398.1250
        -0.1981       -33.7600         0.0667         0.0667     25263.9805       398.1250
        -0.1973       -33.6200         0.0667         0.0667     25264.4902       398.1250
        -0.1965       -33.4800         0.0667         0.0667     25265.0000       398.1250
        -0.1956       -33.3400         0.0667         0.0667     25265.5098       398.1250
        -0.1949       -33.2200         0.0667         0.0667     25266.0195       398.1250
        -0.1942       -33.1000         0.0667         0.0667     25266.5293       398.1250
        -0.1935       -32.9800         0.0667         0.0667     25267.0391       398.1250
        -0.1928       -32.8600         0.0667         0.0667     25267.5508       398.1250
        -0.1920       -32.7200         0.0667         0.0667     25268.0605       398.1250
        -0.1914       -32.6200         0.0667         0.0667     25268.5703       398.1250
        -0.1907       -32.5000         0.0667         0.0667     25269.0801       398.1250
        -0.1901       -32.4000         0.0667         0.0667     25269.5898       398.1250
        -0.1895       -32.3000         0.0667         0.0667     25270.0996       398.1250
        -0.1888       -32.1800         0.0667         0.0667     25270.6094       398.1250
        -0.1883       -32.0800         0.0667         0.0667     25271.1191       398.1250
        -0.1875       -31.9600         0.0667         0.0667     25271.6309       398.1250
        -0.1870       -31.8600         0.0667         0.0667     25272.1406       398.1250
        -0.1509       -25.7200         0.0667         0.0667     25332.1699       398.1250
        -0.1356       -23.1000         0.0667         0.0667     25392.1992       398.1250
        -0.1258       -21.4400         0.0667         0.0667     25452.2305       398.1250
        -0.1189       -20.2600         0.0667         0.0667     25512.2598       398.1250
        -0.1135       -19.3400         0.0667         0.0667     25572.2891       398.1250
        -0.1090       -18.5800         0.0667         0.0667     25632.3203       398.1250
        -0.1053       -17.9400         0.0667         0.0667     25692.3496       398.1250
        -0.1020       -17.3800         0.0667         0.0667     25752.3809       398.1250
        -0.0992       -16.9000         0.0667         0.0667     25812.4102       398.1250
        -0.0966       -16.4600         0.0667         0.0667     25872.4395       398.1250
        -0.0944       -16.0800         0.0667         0.0667     25932.4707       398.1250
        -0.0922       -15.7200         0.0667         0.0667     25992.5000       398.1250
        -0.0904       -15.4000         0.0667         0.0667     26052.5293       398.1250
        -0.0886       -15.1000         0.0667         0.0667     26112.5605       398.1250
        -0.0870       -14.8200         0.0667         0.0667     26172.5898       398.1250
        -0.0854       -14.5600         0.0667         0.0667     26232.6191       398.1250
        -0.0840       -14.3200         0.0667         0.0667     26292.6504       398.1250
        -0.0827       -14.1000         0.0667         0.0667     26352.6797       398.1250
        -0.0815       -13.8800         0.0667         0.0667     26412.7109       398.1250
        -0.0802       -13.6600         0.0667         0.0667     26472.7402       398.1250
        -0.0791       -13.4800         0.0667         0.0667     26532.7695       398.1250
        -0.0779       -13.2800         0.0667         0.0667     26592.8008       398.1250
        -0.0770       -13.1200         0.0667         0.0667     26652.8301       398.1250
        -0.0759       -12.9400         0.0667         0.0667     26712.8594       398.1250
        -0.0750       -12.7800         0.0667         0.0667     26772.8906       398.1250
        -0.0742       -12.6400         0.0667         0.0667     26832.9199       398.1250
        -0.0734       -12.5000         0.0667         0.0667     26892.9492       398.1250
        -0.0725       -12.3600         0.0667         0.0667     26952.9805       398.1250
        -0.0716       -12.2000         0.0667         0.0667     27013.0098       398.1250
        -0.0709       -12.0800         0.0667         0.0667     27073.0391       398.1250
        -0.0702       -11.9600         0.0667         0.0667     27133.0703       398.1250
        -0.0695       -11.8400         0.0667         0.0667     27193.0996       398.1250
        -0.0687       -11.7000         0.0667         0.0667     27253.1309       398.1250
        -0.0681       -11.6000         0.0667         0.0667     27313.1602       398.1250
        -0.0674       -11.4800         0.0667         0.0667     27373.1895       398.1250
        -0.0668       -11.3800         0.0667         0.0667     27433.2207       398.1250
        -0.0662       -11.2800         0.0667         0.0667     27493.2500       398.1250
        -0.0656       -11.1800         0.0667         0.0667     27553.2793       398.1250
        -0.0650       -11.0800         0.0667         0.0667     27613.3105       398.1250
        -0.0644       -10.9800         0.0667         0.0667     27673.3398       398.1250
        -0.0638       -10.8800         0.0667         0.0667     27733.3691       398.1250
        -0.0633       -10.7800         0.0667         0.0667     27793.4004       398.1250
